Task ID,Supplier ID,Cost,TF-PC1,TF-PC2,TF-PC3,TF-PC4,TF-PC5,TF-PC6,TF-PC7,TF-PC8,TF-PC9,TF-PC10,SF-PC1,SF-PC2,SF-PC3,SF-PC4,SF-PC5,SF-PC6,SF-PC7,SF-PC8,SF-PC9,SF-PC10
T1,S4,0.384385842153923,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-0.6493058599751866,-0.5928164112089039,0.315244926049423,-0.6145122059726753,0.2865347471499642,0.0609068289436446,0.5997974655351871,0.385795342901633,0.0815105064896666,-0.194780106103862
T1,S5,0.4270749587567444,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-0.3126857797285715,2.6418602496399597,-0.0400228322865509,-1.4864592384466326,-2.2100818703094474,-0.9511464919510418,-0.3002331656576222,0.8056223885371149,0.0233749248620769,0.3167530415880537
T1,S6,0.3866418476557756,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,1.8159636329995048,-1.2551746707303697,-1.7581533394900577,-0.6694661239164935,-0.3531977489906638,-1.1626013362101064,0.8722897470799629,-1.009701258513015,2.5078034389384833,-1.3462865174693015
T1,S7,0.3926914226037997,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.1412446319974796,0.2557354494115532,0.7481178735901638,0.6273806889553003,-1.0896876647063385,-0.2308982775042465,1.0477378859453828,1.8871110384828167,-0.3191992045458393,-1.670285713996132
T1,S10,0.3723988815688455,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.706382979600583,2.0274912638956777,-0.0893466653272372,-0.2955587209351196,1.6423519251659204,0.488638456080976,0.156654379178641,-0.1583437880634718,1.120767577000226,0.4275891742177432
T1,S11,0.3781380282980217,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.5471712760055558,1.8545765003071175,-0.3607839133061434,3.338925819317808,0.0633659095002875,1.9573438555224312,-0.5030398186497855,-0.4983918136628127,0.2518994088106468,-1.0346053263500317
T1,S12,0.4298351417381008,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,1.4592054499104907,1.9990588435487369,-2.365372767286283,-0.6938541353024782,0.7743334747486055,1.165544599689659,-1.772735631150239,-1.061371906044254,-1.7783363871235829,0.1954264747960907
T1,S13,0.4125824818252755,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,0.2513667410098555,-1.3964409381213978,0.2069356135932089,1.706476560342758,1.2447288041244138,-0.8843435977402266,-1.2573058360086733,-1.2215515626076665,0.6871093497327494,-1.2057925827865903
T1,S14,0.423180121558089,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,0.3015891692914562,-0.8918153984473921,-1.1635805387498548,-1.7523138341086637,-0.0900386545407175,0.8928484351499175,0.2471563106078217,-0.3152095293808591,-0.7475728390309214,1.3025537105082128
T1,S15,0.3715709329487683,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-0.016782482871944,1.4155514029687806,-1.0886538496616067,-0.6373607620438202,1.2582450521985058,-1.2713920464847923,-0.3266893174990546,-0.2410461621997621,2.221330991210986,2.340109410770764
